,Customer Name,Review Title,Rating,Reviews
3165,Krishna,Best camera,5.0 out of 5 stars,  Best product
3166,Animesh Das,Nice,5.0 out of 5 stars,  Nice product
3167,Gurpreet Kaur,Good,4.0 out of 5 stars,  Good quality
3168,PraveenBhokray,Nice product,5.0 out of 5 stars,  Nice product
3169,rajeev kumar,good quality,4.0 out of 5 stars,  good quality
3170,surajit,Good picture quality,5.0 out of 5 stars,  Good quality
3171,Saju Mathew,Not compatible with high speed modem,3.0 out of 5 stars,  This product does not support 5ghz modem or connection
3172,ravindra yadav,Best products  nice,5.0 out of 5 stars,  Like
3173,sivaprakasam.M,Good,5.0 out of 5 stars,  Good
3174,sivakrishna,Nice,5.0 out of 5 stars,  Nice
3175,MUHAMMED FAZIL,Nice,5.0 out of 5 stars,  Nice
3176,balasagi,Nice,5.0 out of 5 stars,  Good
3177,Kamal,hhhh,5.0 out of 5 stars,  good
3178,Sonu sharma,Owsome,4.0 out of 5 stars,  Owsm
3179,Amazon Customer,Good,4.0 out of 5 stars,  Good
3180,Ranjit,Good,4.0 out of 5 stars,  Nice
3181,shiva prasad,Good,5.0 out of 5 stars,  Good
3182,Abhijit s.,Good,5.0 out of 5 stars,  Nice
3183,karthik,Super,5.0 out of 5 stars,  Nice
3184,9819820539,Nice,5.0 out of 5 stars,  Nice
3185,Amazon Customer,Worthy,5.0 out of 5 stars,  Good
3186,usha bnkr,Weareone,4.0 out of 5 stars,  Good
3187,Prabhjot,Works great,5.0 out of 5 stars,  Nice
3188,Adarshzone,Good,5.0 out of 5 stars,  Like
3189,imran,4,4.0 out of 5 stars,  Nice
3190,Ama,Good,5.0 out of 5 stars,  Good
3191,Harshit p,Nice,5.0 out of 5 stars,  Like
3192,Amazon Customer,Nice,4.0 out of 5 stars,  Nice
3193,Amazon Customer,Best,5.0 out of 5 stars,  Good
3194,Jayesh Bhangale,Good,5.0 out of 5 stars,  Good
3195,SANAY TOMAR,Good product,4.0 out of 5 stars,  Good
3196,Asif,very good,5.0 out of 5 stars,  good
3197,Raveendar,Wonderful,5.0 out of 5 stars,  Like
3198,vikas,Greatest,5.0 out of 5 stars,  Good
3199,sanmay kundu,Review,3.0 out of 5 stars,  Well
3200,abhi,Nice,5.0 out of 5 stars,  Nice
3201,Dhruv Patel,Good product and nice results of picture colity,5.0 out of 5 stars,  Good
3202,Shan,Good,5.0 out of 5 stars,  Good
3203,V k srinivas,Excellent,5.0 out of 5 stars,  Like
3204,balaji,Good,5.0 out of 5 stars,  Good
3205,Amazon Customer,So good,5.0 out of 5 stars,  No 1
3206,Bhupen Rabidas,Nice,5.0 out of 5 stars,  Nice
3207,Jethanand Gyanchandani,Good,4.0 out of 5 stars,  Fine
3208,Tilak,Good,5.0 out of 5 stars,  Best
3209,Rj,Very nice,4.0 out of 5 stars,  Good
3210,Gaganmohanty,Good,5.0 out of 5 stars,  Good
3211,Venkat,Good,5.0 out of 5 stars,  Good
3212,Amazon Customer,Good,5.0 out of 5 stars,  Good valve for money
3213,Amazon Customer,Good quality,5.0 out of 5 stars,  Good quality
3214,Vicky,Mi rocks,5.0 out of 5 stars,  Mi product are always great amazing Camara
3215,Rajendra kumar,Best,5.0 out of 5 stars,  Fine
3216,saumya ranjan senapati,Good,4.0 out of 5 stars,  Good product
3217,kamaal a.,wow,5.0 out of 5 stars,  best quality 👌👌👌
3218,Shameel A.,Very useful product,5.0 out of 5 stars,  Very useful product
3219,Sanilcp,Good product,4.0 out of 5 stars,  Very useful product
3220,Suraj,Bad,1.0 out of 5 stars,  Not recorded my cam
3221,Afzal,Best product,5.0 out of 5 stars,  Good video quality.
3222,Amazon Customer,Nice product,5.0 out of 5 stars,  I like this product
3223,Hafij Yaseen,Yaa,5.0 out of 5 stars,  Veri Nice Hime cctv
3224,Bhargav Reddy,after 2 months of usage it stopped rotating.,1.0 out of 5 stars,  after 2 months of usage it stopped rotating.
3225,ankita patil,Thanku mi,4.0 out of 5 stars,  Best camera
3226,Sai Akhil,Very good product,4.0 out of 5 stars,  Worth money
3227,S Somashekara,Not working,1.0 out of 5 stars,  Not working
3228,apurva,Very easy to use,5.0 out of 5 stars,  Easy to use
3229,Ram,Good camera at this price,5.0 out of 5 stars,  Good camera
3230,Sachin Singh,awesome camera,5.0 out of 5 stars,  Best camera
3231,Kateshiya Suresh,Very bad,1.0 out of 5 stars,  Bad quality
3232,Amazon Customer,Best,5.0 out of 5 stars,  Its amazing
3233,Amazon Customer,Great camera,5.0 out of 5 stars,  Best vision
3234,Qaidi,Pathetic,1.0 out of 5 stars,  It keeps disconnecting every day
3235,gyanesh kumar,good,5.0 out of 5 stars,"  only nite vision is not good ,"
3236,Hasnain raza,Mi is best,5.0 out of 5 stars,  Awesome product love you mi
3237,LAMBORGHINI,Excellent,5.0 out of 5 stars,  Very good
3238,Ashray Homes ,good,5.0 out of 5 stars,  nice product
3239,Banshi pada Pradhan,Good,4.0 out of 5 stars,  Good product
3240,anandakumar,Overall nice quality product,5.0 out of 5 stars,  Good product
3241,Mohit Raju warade,Osmmmm,5.0 out of 5 stars,  Nice product
3242,abhishek.u.d,Good,5.0 out of 5 stars,  Good
3243,Om prakash,good,5.0 out of 5 stars,  good
3244,M Sampath Kumar,very good quality,5.0 out of 5 stars,  good
3245,mulesh,Good,5.0 out of 5 stars,  Good
3246,sourav,Awsm,5.0 out of 5 stars,  Awsm
3247,Amazon Customer,Nice camera,4.0 out of 5 stars,  One of best camera
3248,RAVIVARMA V K,Very good produced,5.0 out of 5 stars,  Very good produced
3249,SANJOY SAHA,Value for money..,5.0 out of 5 stars,  Value for money...
3250,Drijesh,Good products,5.0 out of 5 stars,  Very good products
3251,Nuvaid sheikh,Hhhh,5.0 out of 5 stars,  Wonderful products
3252,Saji,mi-nightvision Camera,4.0 out of 5 stars,  item very good....
3253,Ravichander,Fantastico,5.0 out of 5 stars,  Best in the market
3254,Amazon Customer,Good Divice,4.0 out of 5 stars,  Really good divice
3255,Rajiv jain,Amazing,3.0 out of 5 stars,  Very useful devise
3256,nishu,New WiFi camera,5.0 out of 5 stars,  Work well.
3257,DR.K.M.Suresh,Good product,4.0 out of 5 stars,  Monitoring
3258,arunima,Okay kinda purpose,4.0 out of 5 stars,  Ok working
3259,manoj sharma,Then,5.0 out of 5 stars,  Verry good
3260,KASIRAJAN VAIRAMANI,Ok,5.0 out of 5 stars,  Ok
3261,9943337791,SKS Milk collection centre,5.0 out of 5 stars,  Ok
3262,Mujipur,Jj,5.0 out of 5 stars,  Ok
3263,KK AMARESHA,Ok,1.0 out of 5 stars,  Ok
3264,Mukesh Madhvani,Supar se upar,5.0 out of 5 stars,  Supar hit
3265,amulraj,Super,4.0 out of 5 stars,  Super
3266,deepak kumar,Very useful and helpful.,5.0 out of 5 stars,  All is good
3267,Shaanhuusain,Very good,5.0 out of 5 stars,  Picture quality note good
3268,Farhan,Super,5.0 out of 5 stars,  Super
3269,Prince ,👌👉,5.0 out of 5 stars,  Good
3270,Unknown,Best,5.0 out of 5 stars,  It's best product
3271,Sachin verma,Quality,5.0 out of 5 stars,  Very good quality
3272,Bhanu Prakash,Good,5.0 out of 5 stars,  Very good product
3273,Md Feraj Ahmad,I like it,4.0 out of 5 stars,"  Nice, easy to use"
3274,Madhusudhan Agrawal,Very good product,5.0 out of 5 stars,  Very good product
3275,Jatin V Patel,Good,5.0 out of 5 stars,  Very good product
3276,Praveen kumar sharma,Nice product,5.0 out of 5 stars,  Very good product
3277,Narendra jadhav,Well,5.0 out of 5 stars,  Very nice camera.
3278,Ch.Balamurali,Good quality,5.0 out of 5 stars,  Excellent product
3279,Jp,Good one,4.0 out of 5 stars,  It's nice product
3280,Kushanth,Hd quality,5.0 out of 5 stars,  Its a good camera
3281,Ramnarayan Dhiwar,Useful item,4.0 out of 5 stars,  Very nice product
3282,mukesh malethia,Good product for mi home,5.0 out of 5 stars,  Night vision good
3283,Ragupathi,Good quality after one year 👍👍,5.0 out of 5 stars,  Quality assurance
3284,Karthik,Good Product,5.0 out of 5 stars,  Liked the product
3285,Rajendra P.,good,4.0 out of 5 stars,  Very good product
3286,Partha Mandal,Like,5.0 out of 5 stars,  Like this product
3287,Amazon Customer,I am so happy,5.0 out of 5 stars,  Very good product
3288,rajeev tanda,Nice,5.0 out of 5 stars,  Very nice product
3289,John Frank Joshua,Good,5.0 out of 5 stars,  Awesome
3290,vishal kriplani,100%  Chinese,1.0 out of 5 stars,  3rd class
3291,abhishek,Amazing cctv,5.0 out of 5 stars,  Best cctv
3292,sajin,Super cemara,5.0 out of 5 stars,  Good work
3293,Yogesh,Security,4.0 out of 5 stars,  I love it
3294,Philip Jacob,Good,5.0 out of 5 stars,  Very good
3295,Mohammad Waquar Sadique,Amazing,4.0 out of 5 stars,  Very nice
3296,mohan gupta,Very good,5.0 out of 5 stars,  Very good
3297,Lokesh Bhatt,Best cctv camera in low budget,5.0 out of 5 stars,  Very nice
3298,Alhaji,Nice camera,5.0 out of 5 stars,  Very good
3299,Bharath kumar,Super,5.0 out of 5 stars,  Very good
3300,Gunasekaran.g,Super,5.0 out of 5 stars,  Very good
3301,prashanth,Nice,5.0 out of 5 stars,  Very nice
3302,Bumba,good,3.0 out of 5 stars,  like this
3303,S rathor,I love it,5.0 out of 5 stars,  I love it
3304,Amarinder,Not what you expect. .,3.0 out of 5 stars,  Not so responsive
3305,Debdas kuri,👍,5.0 out of 5 stars,  Nice
3306,Sagar Gholap,Justifies its cost,4.0 out of 5 stars,  Worth the price!
3307,ALOY BOSE,Can't scan code.. unable to connect.. pls help,1.0 out of 5 stars,  Can't scan code.. unable to connect.. pls help
3308,Jose S.,It's a good product for home and also small areas,5.0 out of 5 stars,  It's a good product
3309,Karan,Renewed product but I pay 2699,1.0 out of 5 stars,  I pay 2699 but provide renewed product
3310,chandan verma,Chandan Verma u,5.0 out of 5 stars,  Very nice camera
3311,Syed baji,worth,5.0 out of 5 stars,  good performance
3312,Sanjay,Complain,1.0 out of 5 stars,  How it installed
3313,priyanka bhati,Good one for home,5.0 out of 5 stars,  Happy with this.
3314,Vignesh,Wate one,1.0 out of 5 stars,  2pices will come
3315,Amazon Customer,Couldnot connect,1.0 out of 5 stars,  Couldnot connect
3316,drchiragbhaikanjaria,Nice  camera at best price,4.0 out of 5 stars,  Very good camera
3317,Baljit Kaur,Nice,5.0 out of 5 stars,  I like very much
3318,Venkatesh,Mi security camera,5.0 out of 5 stars,  It was a very good product to buy for such reasonable price
3319,Shalini seth,Liked it,4.0 out of 5 stars,  Good one
3320,MUZAMIL,Super,5.0 out of 5 stars,  Smart 👍
3321,vijai gorthi,Useful,5.0 out of 5 stars,  Good one
3322,Dm,Not to miss,5.0 out of 5 stars,  Exellent
3323,sachin Barahate,quality,4.0 out of 5 stars,  Its good
3324,Amazon Customer,Really good,5.0 out of 5 stars,  Good one
3325,Akhil,Review,5.0 out of 5 stars,  Too good
3326,Prasad,Poor,1.0 out of 5 stars,  Not good
3327,rinju kp,ISS very good prodkttt,5.0 out of 5 stars,  Gooooddd
3328,K DILLIBABU,Good product,5.0 out of 5 stars,  Kuwality
3329,VIVEK T.,Perfecto,5.0 out of 5 stars,  Perfect.
3330,RanjitElectronics,Good,4.0 out of 5 stars,  If u have internet it is a v good product
3331,Rohit D,Nice Product.,5.0 out of 5 stars,  Nice Product.
3332,Mahmood alam,Qr cod purablam,1.0 out of 5 stars,  Bekar cemra hai
3333,Sandeep,Best wifi cam for this price range,5.0 out of 5 stars,  Value for money
3334,sushovan mondal,Very very good,5.0 out of 5 stars,  Very good camra
3335,Amit,Value for money,5.0 out of 5 stars,  Value for money
3336,Vinay,Must buy,5.0 out of 5 stars,  Amazing product
3337,Neetu,Awesome product,5.0 out of 5 stars,  Awesome product
3338,Prabhu Narayanan,Good Choice,5.0 out of 5 stars,  Value for Money
3339,Amazon Customer,picture quality good,4.0 out of 5 stars,  Value for money
3340,Anand,Nice product,4.0 out of 5 stars,  Not Easy to use
3341,Rahul Jain,Bakwas,1.0 out of 5 stars,  Bakwas products
3342,Amazon Customer,no connect,1.0 out of 5 stars,  no connect fast
3343,Ganesan Marimuthu pillai,Superb,5.0 out of 5 stars,  Worth for money
3344,Rohit Sharma,Best quality,4.0 out of 5 stars,  Ausum producttt
3345,Naresh naree,Supparb,4.0 out of 5 stars,  Clarity pitcher
3346,Amazon Customer,Very nice,5.0 out of 5 stars,  Helpfull device
3347,Ganrsh more,Ok,4.0 out of 5 stars,  Is good
3348,Keshav soni,8950222017,1.0 out of 5 stars,  Bakavas
3349,Prasun Bhattacharya,Excellent product for home,5.0 out of 5 stars,  Superb!
3350,rajnikant goti,connectivity bed,1.0 out of 5 stars,  average
3351,Nihar ranjan Pattnaik,Good,5.0 out of 5 stars,  Average
3352,Gaurav Shukla,Greatest  products,5.0 out of 5 stars,  Like
3353,Nikhat,Ritarn my rupes,1.0 out of 5 stars,  Ritarn my rupes
3354,Kunal Khanna,Best in the market,5.0 out of 5 stars,  Awesome product
3355,arun pandey,Good,5.0 out of 5 stars,  This product is amazing
3356,Avinash chauhan,Best Camera,4.0 out of 5 stars,  not supporting samsung 64gb class 10
3357,Nasim Akhtar,Good product.,5.0 out of 5 stars,  Usefull product by xiaomi....
3358,Surbhi,Nice,4.0 out of 5 stars,  Nice product..
3359,Yogita yadav,Not satisfied,1.0 out of 5 stars,  Not connecting
3360,Mehboob Khan,excellent,5.0 out of 5 stars,  a good product
3361,Lokesh mali,Picture quality not a best,5.0 out of 5 stars,  Best qualities
3362,Darbarsingh gokul Suryawanshi,Nice,5.0 out of 5 stars,  Best very nice
3363,biswajit sahu,Nice product.,5.0 out of 5 stars,  Best quality..
3364,Sadashiv,Nice,5.0 out of 5 stars,  Superb product
3365,Amit debnath,Camera ok but.camera speaker sound very low,2.0 out of 5 stars,  Sound very low
3366,Hiren Kotadiya,Superb,5.0 out of 5 stars,  Superb
3367,Amazon Customer,Nice,5.0 out of 5 stars,  Batter
3368,Javed ahmad,Good,5.0 out of 5 stars,  Gooood
3369,Ratnesh kumar gupta,Ok,5.0 out of 5 stars,  Thik h
3370,Darshan Chavan,Superb,5.0 out of 5 stars,  Superb
3371,Faisal Saiyed,Nice,5.0 out of 5 stars,  Very nice result
3372,Miryala kishore,Overall good product in this price range,4.0 out of 5 stars,  Build is not soo good
3373,Madhura s,Good one,5.0 out of 5 stars,  Nice one
3374,Ashish pandey ,Nice camra for home and shop,5.0 out of 5 stars,  Nice home camera.
3375,ARUN kumar G,super,5.0 out of 5 stars,  super product
3376,Shantanujoy,Nice,5.0 out of 5 stars,  Nice and best
3377,AKHIL.K.AJITH,Nice camera,4.0 out of 5 stars,"  Good,Elegant."
3378,Md Ismail Molla,very good 👍,5.0 out of 5 stars,  Nice product.
3379,Pushkaraj,Best Camera in current market.,5.0 out of 5 stars,  Home Security
3380,Nitin,Nice products mostly helpful,5.0 out of 5 stars,  Nice products
3381,Amazon Customer,Good,5.0 out of 5 stars,  Very good all
3382,Aakib Javed,Great product always,5.0 out of 5 stars,  Great product
3383,Saikiran,Dont buy,1.0 out of 5 stars,  Worst product
3384,PRABHAT KUMAR RAWAT,Good,4.0 out of 5 stars,  Good products
3385,shashank verma,verry good,5.0 out of 5 stars,  verry usefull
3386,Karuna kar sahu,Ok,5.0 out of 5 stars,  Right product
3387,Charan,Must buy product,5.0 out of 5 stars,  Great product
3388,Rajit Gupta,Great,5.0 out of 5 stars,  Great product
3389,Shiv muni,Good,5.0 out of 5 stars,  Awosme produt
3390,Praveen BM,Good to buy..,4.0 out of 5 stars,  Good to buy..
3391,Mansoor Marvel,Good,5.0 out of 5 stars,  Good  quality
3392,Harish,Never buy Now .....,1.0 out of 5 stars,  Worst product
3393,Ranjan,good,5.0 out of 5 stars,  Good feathure
3394,Mohd Nayeem,Good ine,5.0 out of 5 stars,  Nice products
3395,Sumit Kumar ,ok,3.0 out of 5 stars,  ok
3396,abdus saheed,super,5.0 out of 5 stars,  super
3397,P.Rakesh,Good,5.0 out of 5 stars,  Super
3398,Tejal,GREAT PRODUCT,5.0 out of 5 stars,  Happy
3399,Saravanan.s,Waste,1.0 out of 5 stars,  Waste
3400,prabhakar,Good quality,4.0 out of 5 stars,  Super
3401,S.Mohan K.,Good,5.0 out of 5 stars,  Worth
3402,suma,Check,1.0 out of 5 stars,  Check
3403,saravana kumar T,Good,5.0 out of 5 stars,  Good
3404,pradeep pandey,Very good product,5.0 out of 5 stars,  Is very good
3405,Deepak,Nice product,5.0 out of 5 stars,  Nice product
3406,arvind sahu,Smart,5.0 out of 5 stars,  Great device
3407,Swapnadeep Bhojgude,Best product,4.0 out of 5 stars,  Best product
3408,Amazon Customer,Good product,5.0 out of 5 stars,  Good quality
3409,MOHAMED HUSSAIN M A,Good product,5.0 out of 5 stars,  Good product
3410,VIKAS SINGLA,Easy to install and use,5.0 out of 5 stars,  Good product
3411,Radhakrishnan,Mi camera is very nice and easily pair with phone,5.0 out of 5 stars,  Good product
3412,Narsing,Very super device,5.0 out of 5 stars,  Super device
3413,SriShirdiSaiIndustries,Super,5.0 out of 5 stars,  Overall good
3414,Jaseem,Gud product.,5.0 out of 5 stars,  Nice product
3415,ANKIT GUPTA,Good product,5.0 out of 5 stars,  Good product
3416,kaushik raj,Best,5.0 out of 5 stars,  Good product
3417,Praveen,Good product,5.0 out of 5 stars,  Good product
3418,Amazon Customer,Best quality,4.0 out of 5 stars,  best quality
3419,G.venkatesh,Good product,4.0 out of 5 stars,  Good product
3420,sanesh,Good,5.0 out of 5 stars,  Good quality
3421,Sourav Gupta,Not scanning,1.0 out of 5 stars,  Not scanning
3422,RJ,Good Product,5.0 out of 5 stars,  Good product
3423,rakesh verma,Goods,5.0 out of 5 stars,  Good product
3424,L Muruganantham,Worst camera,1.0 out of 5 stars,  Worst camera
3425,Mohammad muslim,Nice look,5.0 out of 5 stars,  Must monitor
3426,Harish,Super product,5.0 out of 5 stars,  Good product
3427,Archana,Good,5.0 out of 5 stars,  Very good 👍
3428,krupa reddy,Nice product from Mi,5.0 out of 5 stars,  Nice product
3429,Asees,Thanks,5.0 out of 5 stars,  Good quality
3430,Sabyasachi Paul,Good product,4.0 out of 5 stars,  Good product
3431,Alok,Best,5.0 out of 5 stars,  Best product
3432,Sandeep kumar,Paisa wasool,5.0 out of 5 stars,  Paisa wasool
3433,Subash.s,Nice,5.0 out of 5 stars,  Nice product
3434,DHANAPAL,Ok,5.0 out of 5 stars,  All ok super
3435,Deepti Sachdeva,Worth every penny,5.0 out of 5 stars,  Night vision
3436,trilochan bumbra,Product worth the price,5.0 out of 5 stars,  Good quality
3437,Sunil Soni,Good,5.0 out of 5 stars,  Good mi cctv
3438,Dhiraj Dixit,Not a good,5.0 out of 5 stars,  Not  adopted
3439,Ramesh Mathi,Good product,5.0 out of 5 stars,  Good product
